Company Name,Lead Partner,Primary Investor Type,Primary Industry Sector
Crème de la Crème,Loic Le Meur,Angel (individual),Business Products and Services (B2B)
Crosscut,Laurent Dumas-Crouzillac,Venture Capital,Information Technology
Dreem (Clinics/Outpatient Services),Laurent Alexandre,Angel (individual),Healthcare
Dreem (Clinics/Outpatient Services),Xavier Niel,Angel (individual),Healthcare
Oh BiBi,Mattias Ljungman,Venture Capital,Information Technology
Oh BiBi,Paul Degueuse,Venture Capital,Information Technology
Back Market,Antoine Loison,Venture Capital,Consumer Products and Services (B2C)
Back Market,Pierre-Yves Meerschman,Venture Capital,Consumer Products and Services (B2C)
ThrustMe,Laetitia de Cayeux,Angel (individual),Business Products and Services (B2B)
ThrustMe,Helene Huby,Venture Capital,Business Products and Services (B2B)
Feed.,Alexis Bonillo,Angel (individual),Consumer Products and Services (B2C)
Feed.,Rodolphe Menegaux,Venture Capital,Consumer Products and Services (B2C)
Feed.,Antoine Martin,Angel (individual),Consumer Products and Services (B2C)
Feed.,Antoine Fine,Venture Capital,Consumer Products and Services (B2C)
Feed.,Guillaume Gibault,Angel (individual),Consumer Products and Services (B2C)
Feed.,Hubert Patricot,Angel (individual),Consumer Products and Services (B2C)
Onoff Telecom,François Paulus,Venture Capital,Information Technology
Onoff Telecom,Stéphanie Hospital,Venture Capital,Information Technology
Promedeo,Anthony Arsac,Venture Capital,Healthcare
Paytweak,Johann Meynet,Venture Capital,Information Technology
BodyCap,Bruno Guicheux,Venture Capital,Healthcare
PathoQuest,Thierry Laugel,Venture Capital,Healthcare
Hubworkair,Christophe Cador,Angel (individual),Business Products and Services (B2B)
Hubworkair,Christophe Guir,Angel (individual),Business Products and Services (B2B)
Hubworkair,Dominique Gretz,Angel (individual),Business Products and Services (B2B)
Hubworkair,Emanuel Moreau,Angel (individual),Business Products and Services (B2B)
Hubworkair,Fabrice Ebner,Angel (individual),Business Products and Services (B2B)
Hubworkair,Frederic Ulrich,Angel (individual),Business Products and Services (B2B)
Hubworkair,Jean Pierre Bes,Angel (individual),Business Products and Services (B2B)
Hubworkair,Jean-Michel Condamin,Angel (individual),Business Products and Services (B2B)
Hubworkair,Jérôme Cazade,Angel (individual),Business Products and Services (B2B)
Hubworkair,Jos Vanschaik,Angel (individual),Business Products and Services (B2B)
Hubworkair,Matthieu Pihery,Angel (individual),Business Products and Services (B2B)
Hubworkair,Philippe Rochet,Angel (individual),Business Products and Services (B2B)
Hubworkair,Rodolphe Marchais,Angel (individual),Business Products and Services (B2B)
Hubworkair,Samuel Nemoz,Angel (individual),Business Products and Services (B2B)
Hubworkair,Thierry Baux,Angel (individual),Business Products and Services (B2B)
Hubworkair,Yves Jobic,Angel (individual),Business Products and Services (B2B)
Exotec,François Collet,Venture Capital,Information Technology
OliKrom,Emmanuel Gaude,Venture Capital,Materials and Resources
Sensome,Philippe Peltier,Venture Capital,Healthcare
It's my car,Marc Adamowicz,Angel (individual),Business Products and Services (B2B)
It's my car,Olivier Mathiot,Angel (individual),Business Products and Services (B2B)
It's my car,Thierry Petit,Angel (individual),Business Products and Services (B2B)
Invivox,Thierry Vandewalle,Venture Capital,Information Technology
Vect-Horus,Sauveur Cascone,Venture Capital,Healthcare
Goalmap,Evangelos Vatzias,Angel (individual),Business Products and Services (B2B)
Goalmap,Michael Amar,Angel (individual),Business Products and Services (B2B)
Goalmap,Sofiane Ammar,Angel (individual),Business Products and Services (B2B)
ENYO Pharma,Chahra Louafi,Venture Capital,Healthcare
ENYO Pharma,Jason Dinges,Venture Capital,Healthcare
ENYO Pharma,Graziano Seghezzi,Venture Capital,Healthcare
Nabla,Camilla Mazzolini,Venture Capital,Healthcare
Nabla,Yann LeCun,Angel (individual),Healthcare
Nanomakers,François Breniaux,Venture Capital,Materials and Resources
October,Eric Philippon,Angel (individual),Financial Services
October,Philippe Collombel,Venture Capital,Financial Services
PerfectStay,Frederic Court,Venture Capital,Business Products and Services (B2B)
PerfectStay,Philippe Collombel,Venture Capital,Business Products and Services (B2B)
Armis (Business/Productivity Software),Brian O'Kelley,Angel (individual),Information Technology
Armis (Business/Productivity Software),Ashley Silver,Venture Capital,Information Technology
Armis (Business/Productivity Software),Jimmy Anidjar,Angel (individual),Information Technology
Armis (Business/Productivity Software),Michael Rubenstein,Angel (individual),Information Technology
Armis (Business/Productivity Software),Philippe Finkelstein,Angel (individual),Information Technology
Armis (Business/Productivity Software),Pierre Conte,Angel (individual),Information Technology
Armis (Business/Productivity Software),Stanislas Quercize,Angel (individual),Information Technology
Big Mamma,Xavier Niel,Angel (individual),Consumer Products and Services (B2C)
Dolead,Nicolas Rose,Venture Capital,Business Products and Services (B2B)
StarOfService,Marcel Beemsterboer,Angel (individual),Consumer Products and Services (B2C)
StarOfService,Mateusz Romanowski,Angel (individual),Consumer Products and Services (B2C)
Klaxoon,Patrice Hutin,Venture Capital,Information Technology
Klaxoon,Eric Martineau-Fortin,Venture Capital,Information Technology
Uptime (Electronic Equipment and Instruments),Antoine Martin,Angel (individual),Information Technology
Uptime (Electronic Equipment and Instruments),David Amsellem,Angel (individual),Information Technology
Uptime (Electronic Equipment and Instruments),Jacques-Antoine Granjon,Angel (individual),Information Technology
Uptime (Electronic Equipment and Instruments),Jacques-Henri Eyraud,Angel (individual),Information Technology
Uptime (Electronic Equipment and Instruments),Jean De La Rochebrochard,Venture Capital,Information Technology
Uptime (Electronic Equipment and Instruments),Thibaud Elziere,Angel (individual),Information Technology
Uptime (Electronic Equipment and Instruments),Yvan Wibaux,Angel (individual),Information Technology
Swile,Marie Ekeland,Venture Capital,Financial Services
HrFlow.ai,Dominique Vidal,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Frank Le Ouay,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Fred Potter,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Jean-Baptiste Rudelle,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Romain Niccoli,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Thibaud Elziere,Angel (individual),Business Products and Services (B2B)
HrFlow.ai,Xavier Niel,Angel (individual),Business Products and Services (B2B)
eLichens,Nicolas Boulay,Venture Capital,Information Technology
Platform.sh,Eric Buatois,Venture Capital,Information Technology
Platform.sh,Reza Malekzadeh,Venture Capital,Information Technology
Tempow,Lars Fjeldsoe-Nielsen,Venture Capital,Information Technology
Tempow,Olivier Huez,Venture Capital,Information Technology
Tempow,Lars Fjeldsoe-Nielsen,Angel (individual),Information Technology
365Talents,Audrey Soussan,Venture Capital,Information Technology
Choose,Didier Kuhn,Angel (individual),Consumer Products and Services (B2C)
Ekim,Romain Lavault,Venture Capital,Information Technology
La Belle Vie,Julien Mangeard,Angel (individual),Consumer Products and Services (B2C)
La Belle Vie,Louis Duclert,Angel (individual),Consumer Products and Services (B2C)
Easilys,Jérôme Guéret,Venture Capital,Information Technology
Easilys,Valérie Allain-Dupre,Venture Capital,Information Technology
OpenClassrooms,Guillaume Aubin,Venture Capital,Information Technology
OpenClassrooms,Xavier Niel,Venture Capital,Information Technology
Indexima,Thibault Canton,Venture Capital,Information Technology
Locala,Patrice Hutin,Venture Capital,Business Products and Services (B2B)
Trustpair,Cedric Sellin,Angel (individual),Information Technology
Trustpair,Eduardo Ronzano,Angel (individual),Information Technology
Trustpair,Pierre-Antoine Dusoulier,Angel (individual),Information Technology
Trustpair,Thibaud Elziere,Angel (individual),Information Technology
Welcome to the Jungle,Jean-Paul Guisset,Angel (individual),Business Products and Services (B2B)
Welcome to the Jungle,Michael Benabou,Angel (individual),Business Products and Services (B2B)
Welcome to the Jungle,Xavier Niel,Angel (individual),Business Products and Services (B2B)
Gymlib,Benoit Marrel,Venture Capital,Business Products and Services (B2B)
Alan,Jan Hammer,Venture Capital,Financial Services
Alan,Romain Lavault,Venture Capital,Financial Services
Alan,Shamit Patel,Angel (individual),Financial Services
Alan,Xavier Niel,Angel (individual),Financial Services
OpenDataSoft,Fabio Lancellotti,Venture Capital,Information Technology
UWINLOC,Marc Rougier,Venture Capital,Information Technology
Kalray,Jacques Dancer,Venture Capital,Information Technology
Kalray,Régis Saleur,Venture Capital,Information Technology
Monali,Marie Fauré Lambert,Venture Capital,Healthcare
Flexy (Business/Productivity Software),François Véron,Venture Capital,Information Technology
Privateaser,Antoine Freysz,Venture Capital,Business Products and Services (B2B)
Ultra Premium Direct,Antoine Régis,Venture Capital,Consumer Products and Services (B2C)
GrAI Matter Labs,Nader Sabbaghian,Venture Capital,Information Technology
Turbotech,Jérôme Guéret,Venture Capital,Business Products and Services (B2B)
Brut.,Emmanuel Seuge,Venture Capital,Consumer Products and Services (B2C)
Brut.,Sebastien Lepinard,Venture Capital,Consumer Products and Services (B2C)
Brut.,Xavier Niel,Venture Capital,Consumer Products and Services (B2C)
EnobraQ,Michael Krel,Venture Capital,Materials and Resources
ClicData,Johann Meynet,Venture Capital,Information Technology
Kombo.,Didier Valet,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Emmanuel Guyot,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Gabriel Jarrosson,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Maximilien Nguyen,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Nicolas Brumelot,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Patrick Dalsace,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Pierre Lavaux,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Stephane Lee,Angel (individual),Consumer Products and Services (B2C)
Kombo.,Sylvain Zimmer,Angel (individual),Consumer Products and Services (B2C)
Biosency,Emmanuelle Deponge,Venture Capital,Healthcare
SafeHeal,Antoine Papiernik,Venture Capital,Healthcare
Walnut Algorithms,Pierre Entremont,Venture Capital,Information Technology
AntVoice,Laurent Dumas-Crouzillac,Venture Capital,Business Products and Services (B2B)
eCential Robotics,Guillaume Hemmerle,Venture Capital,Healthcare
Serious Factory,Yvan-Michel Ehkirch,Venture Capital,Business Products and Services (B2B)
Ermeo,Didier Miraton,Angel (individual),Information Technology
Ermeo,Alison Imbert,Venture Capital,Information Technology
HARi&CO,Camille Kriebitzsch,Venture Capital,Consumer Products and Services (B2C)
Karos,Jean-Marc Bally,Venture Capital,Consumer Products and Services (B2C)
Karos,Charles Egly,Angel (individual),Consumer Products and Services (B2C)
Karos,Florian Douetteau,Angel (individual),Consumer Products and Services (B2C)
Karos,Frank Le Ouay,Angel (individual),Consumer Products and Services (B2C)
Karos,Michaël Benabou,Angel (individual),Consumer Products and Services (B2C)
Karos,Xavier Niel,Angel (individual),Consumer Products and Services (B2C)
omicX,François Guisset,Venture Capital,Business Products and Services (B2B)
Ornikar,Philippe Gire,Venture Capital,Consumer Products and Services (B2C)
Ornikar,Romain Lavault,Venture Capital,Consumer Products and Services (B2C)
Seald,Damien Guermonprez,Angel (individual),Information Technology
Seald,Laurent Delaporte,Angel (individual),Information Technology
Seald,Sébastien Lucas,Angel (individual),Information Technology
Seald,Thierry Vandewalle,Angel (individual),Information Technology
Seald,Vincent Barat,Angel (individual),Information Technology
Seald,Xavier Gury,Angel (individual),Information Technology
Memo Bank,Alexandre Lebrun,Angel (individual),Financial Services
Memo Bank,Frank Le Ouay,Angel (individual),Financial Services
Memo Bank,Jacques-Antoine Granjon,Angel (individual),Financial Services
Memo Bank,Marc Simoncini,Angel (individual),Financial Services
Memo Bank,Rachel Delacour,Angel (individual),Financial Services
Memo Bank,Thibaud Elziere,Angel (individual),Financial Services
Memo Bank,Thierry Petit,Angel (individual),Financial Services
Memo Bank,Xavier Niel,Angel (individual),Financial Services
Agryco,Maarten Goossens,Venture Capital,Consumer Products and Services (B2C)
Agryco,Pauline Roux,Venture Capital,Consumer Products and Services (B2C)
TWIL,Toon King Wong,Venture Capital,Consumer Products and Services (B2C)
James 1840,John Guinet,Venture Capital,Consumer Products and Services (B2C)
Lifen,Marie Ekeland,Venture Capital,Healthcare
Lifen,Eduardo Ronzano,Angel (individual),Healthcare
Lifen,Julien Codorniou,Angel (individual),Healthcare
Micropep,Denis Lucquin,Venture Capital,Materials and Resources
Costockage,Cyril Grislain,Angel (individual),Information Technology
Costockage,Grégoire Boutin,Angel (individual),Information Technology
Costockage,Jean De La Rochebrochard,Venture Capital,Information Technology
Costockage,Xavier Niel,Angel (individual),Information Technology
Buseedo,Artur Shamalov,Venture Capital,Information Technology
E-Cycle,Edouard Cassini,Venture Capital,Consumer Products and Services (B2C)
Robocath,Bruno Guicheux,Venture Capital,Healthcare
Tediber,Antoine Fine,Venture Capital,Consumer Products and Services (B2C)
habx,Jean-Pierre Rousseau,Angel (individual),Information Technology
habx,Mathias Flattin,Venture Capital,Information Technology
Datananas,Bernard Kirsch,Angel (individual),Information Technology
Datananas,Christophe Cremer,Angel (individual),Information Technology
DCbrain,Fabio Lancellotti,Venture Capital,Information Technology
mirSense,François Breniaux,Venture Capital,Information Technology
mirSense,Guillaume Meulle,Venture Capital,Information Technology
Supermood,Guillaume Aubin,Venture Capital,Business Products and Services (B2B)
Supermood,Francis Nappez,Angel (individual),Business Products and Services (B2B)
LegalPlace,Michel de Guilhermier,Venture Capital,Business Products and Services (B2B)
